episode,avg_reward,avg_loss,avg_qmax,epsilon
1339,-0.0641,0.0000,nan,0.0100
1340,-0.0746,nan,nan,0.0100
1341,-0.3029,0.0000,nan,0.0100
1342,-0.0549,0.0000,nan,0.0100
1343,-0.1179,0.0000,nan,0.0100
1344,0.0295,nan,nan,0.0100
1345,-0.0572,0.0000,nan,0.0100
1346,-0.0151,0.0000,nan,0.0100
1347,-0.0092,0.0000,nan,0.0100
1348,-0.1560,nan,nan,0.0100
1349,-0.5403,0.0000,nan,0.0100
1350,0.2178,0.0000,nan,0.0100
1351,-0.1323,0.0000,nan,0.0100
1352,-0.3412,0.0000,nan,0.0100
1353,-0.1360,0.0000,nan,0.0100
1354,-0.3063,nan,nan,0.0100
1355,-0.1486,0.0000,nan,0.0100
1356,-0.1138,0.0000,nan,0.0100
1357,-0.0290,0.0000,nan,0.0100
1358,0.0306,nan,nan,0.0100
1359,-0.0388,0.0000,nan,0.0100
1360,-0.2116,0.0000,nan,0.0100
1361,-0.1367,0.0000,nan,0.0100
1362,-0.0754,nan,nan,0.0100
1363,-0.0091,0.0000,nan,0.0100
1364,-0.0723,0.0000,nan,0.0100
1365,-0.0595,0.0000,nan,0.0100
1366,0.0005,0.0000,nan,0.0100
1367,-0.1151,0.0000,nan,0.0100
1368,-0.0460,nan,nan,0.0100
1369,-0.2185,0.0000,nan,0.0100
1370,-0.1736,0.0000,nan,0.0100
1371,1.1489,0.0000,nan,0.0100
1372,-0.0216,nan,nan,0.0100
1373,-0.2690,0.0000,nan,0.0100
1374,0.1552,0.0000,nan,0.0100
1375,-0.0334,0.0000,nan,0.0100
1376,-0.0897,nan,nan,0.0100
1377,-0.2828,0.0000,nan,0.0100
1378,0.0233,nan,nan,0.0100
1379,-0.8294,0.0000,nan,0.0100
1380,-0.2164,0.0000,nan,0.0100
1381,-0.0558,0.0000,nan,0.0100
1382,-0.0800,0.0000,nan,0.0100
1383,-0.1002,0.0000,nan,0.0100
1384,0.0279,nan,nan,0.0100
1385,-0.0522,0.0000,nan,0.0100
1386,-0.0485,0.0000,nan,0.0100
1387,-0.0525,0.0000,nan,0.0100
1388,0.0583,nan,nan,0.0100
1389,-0.0145,0.0000,nan,0.0100
1390,0.0012,nan,nan,0.0100
1391,-0.0058,0.0000,nan,0.0100
1392,-0.1841,0.0000,nan,0.0100
1393,-0.1119,0.0000,nan,0.0100
1394,0.0265,0.0000,nan,0.0100
1395,-0.0454,nan,nan,0.0100
1396,-0.0285,0.0000,nan,0.0100
1397,-0.0376,0.0000,nan,0.0100
1398,-0.0834,0.0000,nan,0.0100
1399,-0.0554,0.0000,nan,0.0100
1400,-0.2504,nan,nan,0.0100
1401,-0.1443,0.0000,nan,0.0100
1402,-0.0850,0.0000,nan,0.0100
1403,-0.5587,0.0000,nan,0.0100
1404,-0.4457,0.0000,nan,0.0100
1405,-0.1015,0.0000,nan,0.0100
1406,0.1620,nan,nan,0.0100
1407,-0.0299,0.0000,nan,0.0100
1408,0.0147,nan,nan,0.0100
1409,-0.0233,0.0000,nan,0.0100
1410,-0.0600,0.0000,nan,0.0100
1411,-0.1155,0.0000,nan,0.0100
1412,-0.1743,0.0000,nan,0.0100
1413,1.6334,0.0000,nan,0.0100
1414,-0.2324,nan,nan,0.0100
1415,-0.5084,0.0000,nan,0.0100
1416,0.1082,nan,nan,0.0100
1417,-0.3026,0.0000,nan,0.0100
1418,-0.2643,0.0000,nan,0.0100
1419,-0.0177,0.0000,nan,0.0100
1420,0.0035,nan,nan,0.0100
1421,-0.0157,0.0000,nan,0.0100
1422,-0.0626,0.0000,nan,0.0100
1423,-0.7883,0.0000,nan,0.0100
1424,0.1062,nan,nan,0.0100
1425,-0.4945,0.0000,nan,0.0100
1426,-0.4914,0.0000,nan,0.0100
1427,-0.1246,0.0000,nan,0.0100
1428,-0.0867,0.0000,nan,0.0100
1429,-0.0756,0.0000,nan,0.0100
1430,-0.0899,nan,nan,0.0100
1431,-0.3846,0.0000,nan,0.0100
1432,0.0837,0.0000,nan,0.0100
1433,-0.0381,0.0000,nan,0.0100
1434,-0.0596,nan,nan,0.0100
1435,-0.6096,0.0000,nan,0.0100
1436,0.0613,0.0000,nan,0.0100
1437,-0.3368,0.0000,nan,0.0100
1438,0.1152,nan,nan,0.0100
1439,-0.0054,0.0000,nan,0.0100
1440,0.0089,nan,nan,0.0100
1441,-0.0019,0.0000,nan,0.0100
1442,-0.2213,0.0000,nan,0.0100
1443,2.5957,0.0000,nan,0.0100
1444,0.0326,nan,nan,0.0100
1445,-0.0328,0.0000,nan,0.0100
1446,-0.0916,0.0000,nan,0.0100
1447,-0.0433,0.0000,nan,0.0100
1448,-0.1425,nan,nan,0.0100
1449,-0.0274,0.0000,nan,0.0100
1450,-0.2886,0.0000,nan,0.0100
1451,-0.1325,0.0000,nan,0.0100
1452,-0.3916,0.0000,nan,0.0100
1453,-1.1058,0.0000,nan,0.0100
1454,0.0225,nan,nan,0.0100
1455,-0.0126,0.0000,nan,0.0100
1456,-0.1912,0.0000,nan,0.0100
1457,-0.3183,0.0000,nan,0.0100
1458,-0.2554,nan,nan,0.0100
1459,-0.0356,0.0000,nan,0.0100
1460,0.0056,0.0000,nan,0.0100
1461,-0.0967,0.0000,nan,0.0100
1462,-0.1362,nan,nan,0.0100
1463,-1.0060,0.0000,nan,0.0100
1464,-0.0982,0.0000,nan,0.0100
1465,-0.0367,0.0000,nan,0.0100
1466,0.0332,nan,nan,0.0100
1467,-0.0027,0.0000,nan,0.0100
1468,0.0229,0.0000,nan,0.0100
1469,-0.0038,0.0000,nan,0.0100
1470,-0.0003,nan,nan,0.0100
1471,-0.0340,0.0000,nan,0.0100
1472,0.0206,nan,nan,0.0100
1473,-0.0080,0.0000,nan,0.0100
1474,-0.1815,0.0000,nan,0.0100
1475,-0.1347,0.0000,nan,0.0100
1476,-0.1581,0.0000,nan,0.0100
1477,-0.0492,0.0000,nan,0.0100
1478,0.0062,nan,nan,0.0100
1479,-0.0503,0.0000,nan,0.0100
1480,-0.0046,nan,nan,0.0100
1481,-0.0524,0.0000,nan,0.0100
1482,-0.1510,0.0000,nan,0.0100
1483,-0.0384,0.0000,nan,0.0100
1484,0.0113,nan,nan,0.0100
1485,-0.0134,0.0000,nan,0.0100
1486,-0.1155,0.0000,nan,0.0100
1487,-0.0749,0.0000,nan,0.0100
1488,-0.1012,0.0000,nan,0.0100
1489,-0.0322,0.0000,nan,0.0100
1490,0.0049,nan,nan,0.0100
1491,-0.0382,0.0000,nan,0.0100
1492,-0.0265,nan,nan,0.0100
1493,-0.0128,0.0000,nan,0.0100
1494,-0.0051,0.0000,nan,0.0100
1495,-0.0189,0.0000,nan,0.0100
1496,-0.0627,0.0000,nan,0.0100
1497,-0.1257,0.0000,nan,0.0100
1498,-0.3161,nan,nan,0.0100
1499,-0.1275,0.0000,nan,0.0100
1500,-0.1275,0.0000,nan,0.0100
1501,-1.0554,0.0000,nan,0.0100
1502,0.1643,0.0000,nan,0.0100
1503,-0.1094,0.0000,nan,0.0100
1504,-0.2377,nan,nan,0.0100
1505,-0.2835,0.0000,nan,0.0100
1506,-0.1237,0.0000,nan,0.0100
1507,-0.0293,0.0000,nan,0.0100
1508,-0.0223,nan,nan,0.0100
1509,-0.2189,0.0000,nan,0.0100
1510,0.0036,0.0000,nan,0.0100
1511,-0.0222,0.0000,nan,0.0100
1512,-0.1207,nan,nan,0.0100
1513,-0.1235,0.0000,nan,0.0100
1514,-0.0124,0.0000,nan,0.0100
1515,-0.0037,0.0000,nan,0.0100
1516,0.0117,nan,nan,0.0100
1517,-0.0172,0.0000,nan,0.0100
1518,-0.6324,0.0000,nan,0.0100
1519,-0.3351,0.0000,nan,0.0100
1520,0.1122,nan,nan,0.0100
1521,-0.5544,0.0000,nan,0.0100
1522,-0.2617,0.0000,nan,0.0100
1523,-0.1677,0.0000,nan,0.0100
1524,-0.1232,nan,nan,0.0100
1525,-0.0203,0.0000,nan,0.0100
1526,-0.0179,0.0000,nan,0.0100
1527,-0.0878,0.0000,nan,0.0100
1528,-0.0128,nan,nan,0.0100
1529,-0.0327,0.0000,nan,0.0100
1530,0.0241,0.0000,nan,0.0100
1531,-0.0168,0.0000,nan,0.0100
1532,-0.2498,nan,nan,0.0100
1533,-0.7178,0.0000,nan,0.0100
1534,-0.0047,0.0000,nan,0.0100
1535,-0.0177,0.0000,0.0000,0.0100
1536,-0.0177,nan,nan,0.0100
1537,0.0639,0.0000,nan,0.0100
1538,-0.0864,nan,nan,0.0100
1539,-0.0111,0.0000,nan,0.0100
1540,0.0089,0.0000,nan,0.0100
1541,-0.0009,0.0000,nan,0.0100
1542,-0.2466,nan,nan,0.0100
1543,-0.6335,0.0000,nan,0.0100
1544,-0.4865,0.0000,nan,0.0100
1545,-0.5324,0.0000,nan,0.0100
1546,0.0963,nan,nan,0.0100
1547,-0.0303,0.0000,nan,0.0100
1548,-0.1011,0.0000,nan,0.0100
1549,-0.1846,0.0000,nan,0.0100
1550,-0.0616,nan,nan,0.0100
1551,-0.0030,0.0000,nan,0.0100
1552,0.0292,0.0000,nan,0.0100
1553,-0.0043,0.0000,nan,0.0100
1554,-0.5901,0.0000,nan,0.0100
1555,-0.8526,0.0000,nan,0.0100
1556,-0.1960,nan,nan,0.0100
1557,-0.2654,0.0000,nan,0.0100
1558,-0.8951,nan,nan,0.0100
1559,2.1542,0.0000,nan,0.0100
1560,-0.2665,0.0000,nan,0.0100
1561,-0.5738,0.0000,nan,0.0100
1562,-0.2539,nan,nan,0.0100
1563,-0.5562,0.0000,nan,0.0100
1564,0.1283,0.0000,nan,0.0100
1565,-0.4348,0.0000,nan,0.0100
1566,0.1346,nan,nan,0.0100
1567,-0.0080,0.0000,nan,0.0100
1568,-0.0691,0.0000,nan,0.0100
1569,-0.9297,0.0000,nan,0.0100
1570,-0.0677,nan,nan,0.0100
1571,-0.4444,0.0000,nan,0.0100
1572,-0.3441,0.0000,nan,0.0100
1573,-0.3777,0.0000,nan,0.0100
1574,-0.0871,nan,nan,0.0100
1575,-0.0817,0.0000,nan,0.0100
1576,-0.1270,0.0000,nan,0.0100
1577,-0.8609,0.0000,nan,0.0100
1578,-0.0273,nan,nan,0.0100
1579,-0.3439,0.0000,nan,0.0100
1580,-0.5870,0.0000,nan,0.0100
1581,-0.1426,0.0000,nan,0.0100
1582,-0.0634,0.0000,nan,0.0100
1583,-0.4412,0.0000,nan,0.0100
1584,-0.1736,nan,nan,0.0100
1585,-0.0178,0.0000,nan,0.0100
1586,-0.1375,0.0000,nan,0.0100
1587,-0.0430,0.0000,nan,0.0100
1588,0.0181,nan,nan,0.0100
1589,-0.4343,0.0000,nan,0.0100
1590,-0.1763,0.0000,nan,0.0100
1591,-0.0484,0.0000,nan,0.0100
1592,-0.1345,nan,nan,0.0100
1593,-0.1100,0.0000,nan,0.0100
1594,-0.0318,0.0000,nan,0.0100
1595,-0.0131,0.0000,nan,0.0100
1596,-0.0053,nan,nan,0.0100
1597,0.5655,0.0000,nan,0.0100
1598,-0.0432,0.0000,nan,0.0100
1599,-0.0063,0.0000,nan,0.0100
1600,-0.1086,nan,nan,0.0100
1601,-0.0253,0.0000,nan,0.0100
1602,-0.2186,0.0000,nan,0.0100
1603,-0.0686,0.0000,nan,0.0100
1604,0.1036,nan,nan,0.0100
1605,-0.3378,0.0000,nan,0.0100
1606,0.1757,0.0000,nan,0.0100
1607,-0.0780,0.0000,nan,0.0100
1608,-0.0527,nan,nan,0.0100
1609,-0.0582,0.0000,nan,0.0100
1610,-0.0171,0.0000,nan,0.0100
1611,-0.0179,0.0000,nan,0.0100
1612,-0.0524,nan,nan,0.0100
1613,-0.0282,0.0000,nan,0.0100
1614,-0.1298,0.0000,nan,0.0100
1615,-0.5420,0.0000,nan,0.0100
1616,-0.0360,nan,nan,0.0100
1617,-0.0595,0.0000,nan,0.0100
1618,-0.2907,0.0000,nan,0.0100
1619,-0.1007,0.0000,nan,0.0100
1620,-0.0461,nan,nan,0.0100
1621,-0.9634,0.0000,nan,0.0100
1622,0.2730,nan,nan,0.0100
1623,-0.0832,0.0000,0.0000,0.0100
1624,-0.2009,0.0000,nan,0.0100
1625,-0.0635,0.0000,nan,0.0100
1626,0.0238,0.0000,nan,0.0100
1627,0.0721,0.0000,nan,0.0100
