learn_step,loss
1691,0.1091
1692,0.1078
1693,0.0533
1694,0.1429
1695,0.1150
1696,0.0970
1697,0.1462
1698,0.1047
1699,0.1080
1700,36.7541
1701,0.1063
1702,0.1094
1703,0.0834
1704,0.0636
1705,0.1073
1706,0.0960
1707,0.1757
1708,0.1608
1709,0.1294
1710,0.1344
1711,0.1275
1712,20.4026
1713,0.0856
1714,0.0763
1715,0.1137
1716,0.1483
1717,0.1757
1718,0.1304
1719,0.2153
1720,0.0503
1721,0.1225
1722,0.0826
1723,0.1372
1724,0.1184
1725,0.0395
1726,0.0937
1727,0.0819
1728,0.1496
1729,0.0680
1730,0.1393
1731,0.0804
1732,0.0853
1733,0.0962
1734,0.1247
1735,0.0867
1736,52.4644
1737,0.0768
1738,0.1230
1739,36.9671
1740,0.2148
1741,41.3760
1742,0.1633
1743,0.1028
1744,0.1032
1745,0.1471
1746,0.0855
1747,0.1010
1748,0.0871
1749,0.2142
1750,0.1442
1751,47.5853
1752,0.2650
1753,0.2794
1754,1.3483
1755,0.0763
1756,0.1557
1757,0.0831
1758,0.0600
1759,0.1376
1760,0.1121
1761,43.9489
1762,0.1300
1763,0.1402
1764,16.3943
1765,19.6377
1766,0.1341
1767,0.1282
1768,7.7044
1769,0.1005
1770,0.1948
1771,0.0893
1772,0.1221
1773,0.0800
1774,0.1440
1775,0.0875
1776,0.2496
1777,0.1751
1778,0.1336
1779,0.0833
1780,0.1444
1781,0.1206
1782,0.1738
1783,0.1502
1784,47.5218
1785,0.1158
1786,0.3089
1787,0.1392
1788,0.1640
1789,0.3373
1790,0.1875
1791,0.0709
1792,0.1275
1793,0.0818
1794,0.2156
1795,0.0966
1796,0.0863
1797,0.1148
1798,0.1610
1799,0.0915
1800,0.0924
1801,0.1217
1802,0.1259
1803,0.0799
1804,0.1977
1805,0.0994
1806,20.8831
1807,0.1692
1808,0.0865
1809,0.1558
1810,0.2957
1811,0.7052
1812,0.4209
1813,0.1609
1814,0.1747
1815,0.0619
1816,0.0969
1817,0.0838
1818,0.0880
1819,0.1167
1820,0.1446
1821,0.1152
1822,0.1028
1823,0.1384
1824,0.1266
1825,0.0622
1826,0.1097
1827,50.6711
1828,0.0947
1829,0.1082
1830,0.1286
1831,0.0839
1832,0.0895
1833,0.1800
1834,0.1591
1835,0.1881
1836,0.0797
1837,0.1284
1838,0.0773
1839,0.1155
1840,0.1502
1841,0.0918
1842,0.1397
1843,50.3115
1844,0.2446
1845,0.2485
1846,0.1973
1847,0.1702
1848,0.2526
1849,16.6491
1850,0.1438
1851,21.0946
1852,0.0963
1853,0.0730
1854,0.0862
1855,0.0763
1856,0.1296
1857,0.1123
1858,0.1036
1859,0.0838
1860,0.0874
1861,0.0778
1862,0.1113
1863,0.1355
1864,0.1328
1865,0.1429
